SF,BW,TP,timestamp,rssi,kalman_rssi,sma_rssi,tx_interval,payload,energy_per_packet_j
9,125000,22,2025-12-31T00:32:01.049066,-59.0,-58.9238,-58.9,2477,"4518215,100,8,AD,2F,FF,40,A7,60,B5,41",0.980892000
9,125000,22,2025-12-31T00:32:03.520066,-59.0,-58.9531,-58.9,2471,"4522763,100,8,79,22,64,40,47,8D,BD,41",0.978516000
9,125000,22,2025-12-31T00:32:06.015066,-59.0,-58.9684,-59.0,2495,"4525242,100,8,C4,FD,FF,40,40,34,CE,41",0.988020000
9,125000,22,2025-12-31T00:32:08.489066,-59.0,-58.9778,-59.0,2474,"4527721,100,8,67,1C,51,40,99,AD,D6,41",0.979704000
9,125000,22,2025-12-31T00:32:10.967066,-60.0,-59.6380,-59.2,2478,"4530200,100,8,0E,80,8A,40,48,C6,DE,41",0.981288000
9,125000,22,2025-12-31T00:32:13.437066,-58.0,-58.8190,-59.0,2470,"4532679,100,8,FC,4B,F8,40,D9,66,E5,41",0.978120000
9,125000,22,2025-12-31T00:32:15.915066,-59.0,-58.9095,-59.0,2478,"4535158,100,8,4D,25,12,40,78,CF,EA,41",0.981288000
9,125000,22,2025-12-31T00:32:18.387066,-59.0,-58.9548,-59.0,2472,"4537637,100,8,26,38,B2,40,76,45,EE,41",0.978912000
9,125000,22,2025-12-31T00:32:20.871066,-60.0,-59.4774,-59.0,2484,"4540116,100,8,C5,25,DA,40,55,EA,EF,41",0.983664000
9,125000,22,2025-12-31T00:32:23.349066,-59.0,-59.2387,-59.2,2478,"4542595,100,8,4E,0B,00,40,57,85,EF,41",0.981288000
9,125000,22,2025-12-31T00:32:25.815066,-59.0,-59.1193,-59.2,2466,"4545074,100,8,A2,69,DE,40,AA,12,ED,41",0.976536000
9,125000,22,2025-12-31T00:32:28.292066,-57.0,-58.0597,-58.8,2477,"4547554,100,8,52,CF,AC,40,25,AC,E8,41",0.980892000
9,125000,22,2025-12-31T00:32:30.775066,-59.0,-58.5298,-58.5,2483,"4550033,100,8,63,14,17,40,5A,D9,E2,41",0.983268000
9,125000,22,2025-12-31T00:32:33.250066,-59.0,-58.7649,-58.5,2475,"4552512,100,8,AE,4D,FA,40,E8,61,DB,41",0.980100000
9,125000,22,2025-12-31T00:32:35.722066,-59.0,-58.8825,-58.5,2472,"4554991,100,8,F0,31,85,40,84,47,D3,41",0.978912000
9,125000,22,2025-12-31T00:32:38.198066,-58.0,-58.4412,-58.8,2476,"4557470,100,8,EB,3C,5A,40,B9,3B,CA,41",0.980496000
9,125000,22,2025-12-31T00:32:40.673066,-58.0,-58.2206,-58.5,2475,"4559949,100,8,CB,C2,FF,40,C2,76,C1,41",0.980100000
9,125000,22,2025-12-31T00:32:43.160066,-58.0,-58.1103,-58.2,2487,"4562428,100,8,8F,4B,36,40,B5,A3,B8,41",0.984852000
9,125000,22,2025-12-31T00:32:45.632066,-59.0,-58.5552,-58.2,2472,"4564907,100,8,D4,6E,92,40,27,F3,B0,41",0.978912000
9,125000,22,2025-12-31T00:32:48.115066,-59.0,-58.7776,-58.5,2483,"4567386,100,8,9B,E8,EF,40,A2,1A,AA,41",0.983268000
