SF,BW,TP,payload,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp
8,500000,2,"1055229,100,8,C3,A7,B8,40,F5,A7,AF,41",37,-60.0,-53.5333,-58.90,-58.8,8.14,12.21,370,2025-12-11T19:05:53.484974
8,500000,2,"1055663,100,8,BE,A0,EE,40,EB,7E,AD,41",37,-60.0,-53.5333,-59.32,-59.2,8.14,12.21,360,2025-12-11T19:05:53.844974
8,500000,2,"1056032,100,8,A5,DE,FD,40,A7,51,AC,41",37,-59.0,-52.4667,-59.22,-59.2,8.14,12.21,381,2025-12-11T19:05:54.225974
8,500000,2,"1056400,100,8,DC,9E,FF,40,1D,77,AB,41",37,-60.0,-53.5333,-59.45,-59.8,8.14,12.21,368,2025-12-11T19:05:54.593974
8,500000,2,"1056769,100,8,74,D4,F8,40,27,A3,AA,41",37,-59.0,-52.4667,-59.10,-59.5,8.14,12.21,367,2025-12-11T19:05:54.960974
8,500000,2,"1057139,100,8,31,A4,E3,40,16,93,A9,41",37,-59.0,-52.4667,-59.05,-59.2,8.14,12.21,366,2025-12-11T19:05:55.326974
8,500000,2,"1057507,100,8,1F,7D,CC,40,32,CF,A8,41",37,-59.0,-52.4667,-59.03,-59.2,8.14,12.21,375,2025-12-11T19:05:55.701974
8,500000,2,"1057877,100,8,72,D9,A7,40,36,D5,A7,41",37,-58.0,-51.4000,-58.51,-58.8,8.14,12.21,368,2025-12-11T19:05:56.069974
8,500000,2,"1058245,100,8,4F,39,8B,40,59,22,A7,41",37,-58.0,-51.4000,-58.26,-58.5,8.14,12.21,375,2025-12-11T19:05:56.444974
8,500000,2,"1058614,100,8,8D,E8,60,40,0F,77,A6,41",37,-58.0,-51.4000,-58.13,-58.2,8.14,12.21,375,2025-12-11T19:05:56.819974
8,500000,2,"1058984,100,8,EB,75,27,40,B6,9E,A5,41",37,-59.0,-52.4667,-58.56,-58.2,8.14,12.21,366,2025-12-11T19:05:57.185974
8,500000,2,"1059353,100,8,D1,D0,0B,40,AD,05,A5,41",37,-53.0,-46.0667,-55.78,-57.0,8.14,12.21,370,2025-12-11T19:05:57.555974
8,500000,2,"1059722,100,8,1D,44,00,40,B2,74,A4,41",37,-58.0,-51.4000,-56.89,-57.0,8.14,12.21,361,2025-12-11T19:05:57.916974
8,500000,2,"1060091,100,8,6A,77,0B,40,27,C0,A3,41",37,-59.0,-52.4667,-57.95,-57.2,8.14,12.21,379,2025-12-11T19:05:58.295974
8,500000,2,"1060459,100,8,22,D8,26,40,79,42,A3,41",37,-59.0,-52.4667,-58.47,-57.2,8.14,12.21,374,2025-12-11T19:05:58.669974
8,500000,2,"1060828,100,8,2D,E7,4F,40,41,CD,A2,41",37,-57.0,-50.3333,-57.74,-58.2,8.14,12.21,368,2025-12-11T19:05:59.037974
8,500000,2,"1061198,100,8,1D,BA,8A,40,50,3E,A2,41",37,-58.0,-51.4000,-57.87,-58.2,8.14,12.21,372,2025-12-11T19:05:59.409974
8,500000,2,"1061566,100,8,7E,57,A7,40,3E,DD,A1,41",37,-58.0,-51.4000,-57.93,-58.0,8.14,12.21,367,2025-12-11T19:05:59.776974
8,500000,2,"1061935,100,8,FB,4C,C3,40,F6,84,A1,41",37,-58.0,-51.4000,-57.97,-57.8,8.14,12.21,374,2025-12-11T19:06:00.150974
8,500000,2,"1062305,100,8,71,47,E3,40,0D,1D,A1,41",37,-58.0,-51.4000,-57.98,-58.0,8.14,12.21,367,2025-12-11T19:06:00.517974
8,500000,2,"1062674,100,8,EC,82,F4,40,90,D9,A0,41",37,-58.0,-51.4000,-57.99,-58.0,8.14,12.21,379,2025-12-11T19:06:00.896974
8,500000,2,"1063043,100,8,D1,31,FE,40,18,9F,A0,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,367,2025-12-11T19:06:01.263974
8,500000,2,"1063412,100,8,9E,F9,FD,40,41,5F,A0,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,369,2025-12-11T19:06:01.632974
8,500000,2,"1063780,100,8,4E,FB,F3,40,06,3A,A0,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,372,2025-12-11T19:06:02.004974
8,500000,2,"1064150,100,8,A4,3D,DB,40,A3,16,A0,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,371,2025-12-11T19:06:02.375974
8,500000,2,"1064518,100,8,55,45,C2,40,D2,06,A0,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,361,2025-12-11T19:06:02.736974
8,500000,2,"1064887,100,8,53,3D,A6,40,37,00,A0,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,367,2025-12-11T19:06:03.103974
8,500000,2,"1065257,100,8,20,71,80,40,BE,05,A0,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,375,2025-12-11T19:06:03.478974
8,500000,2,"1065625,100,8,C5,1D,4E,40,A3,14,A0,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,375,2025-12-11T19:06:03.853974
8,500000,2,"1065994,100,8,8C,85,25,40,B9,2C,A0,41",37,-57.0,-50.3333,-57.50,-57.8,8.14,12.21,371,2025-12-11T19:06:04.224974
8,500000,2,"1066364,100,8,94,50,05,40,1C,5B,A0,41",37,-58.0,-51.4000,-57.75,-57.8,8.14,12.21,375,2025-12-11T19:06:04.599974
8,500000,2,"1066733,100,8,24,65,00,40,8F,88,A0,41",37,-58.0,-51.4000,-57.88,-57.8,8.14,12.21,372,2025-12-11T19:06:04.971974
8,500000,2,"1067102,100,8,45,97,0C,40,19,BF,A0,41",37,-58.0,-51.4000,-57.94,-57.8,8.14,12.21,360,2025-12-11T19:06:05.331974
8,500000,2,"1067471,100,8,1E,62,35,40,E1,15,A1,41",37,-58.0,-51.4000,-57.97,-58.0,8.14,12.21,380,2025-12-11T19:06:05.711974
8,500000,2,"1067839,100,8,A6,D5,62,40,6E,61,A1,41",37,-58.0,-51.4000,-57.98,-58.0,8.14,12.21,372,2025-12-11T19:06:06.083974
8,500000,2,"1068208,100,8,D4,4D,8C,40,E1,B5,A1,41",37,-58.0,-51.4000,-57.99,-58.0,8.14,12.21,361,2025-12-11T19:06:06.444974
8,500000,2,"1068578,100,8,9C,72,B2,40,30,34,A2,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,376,2025-12-11T19:06:06.820974
8,500000,2,"1068946,100,8,07,77,CD,40,16,9D,A2,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,363,2025-12-11T19:06:07.183974
8,500000,2,"1069315,100,8,C5,6B,E4,40,99,0E,A3,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,376,2025-12-11T19:06:07.559974
8,500000,2,"1069685,100,8,36,3E,F9,40,2C,B3,A3,41",37,-58.0,-51.4000,-58.00,-58.0,8.14,12.21,362,2025-12-11T19:06:07.921974
8,500000,2,"1070054,100,8,5D,B6,FF,40,5F,38,A4,41",37,-57.0,-50.3333,-57.50,-57.8,8.14,12.21,376,2025-12-11T19:06:08.297974
8,500000,2,"1070423,100,8,77,0C,FB,40,C6,F6,A4,41",37,-58.0,-51.4000,-57.75,-57.8,8.14,12.21,373,2025-12-11T19:06:08.670974
8,500000,2,"1070791,100,8,1D,FD,ED,40,02,8F,A5,41",37,-59.0,-52.4667,-58.37,-58.0,8.14,12.21,375,2025-12-11T19:06:09.045974
8,500000,2,"1071160,100,8,57,F6,D9,40,2D,2F,A6,41",37,-59.0,-52.4667,-58.69,-58.2,8.14,12.21,362,2025-12-11T19:06:09.407974
8,500000,2,"1071530,100,8,F6,95,B7,40,D4,10,A7,41",37,-58.0,-51.4000,-58.34,-58.5,8.14,12.21,372,2025-12-11T19:06:09.779974
8,500000,2,"1071898,100,8,2F,08,9B,40,F0,C2,A7,41",37,-58.0,-51.4000,-58.17,-58.5,8.14,12.21,371,2025-12-11T19:06:10.150974
8,500000,2,"1072267,100,8,07,D8,7D,40,7A,7C,A8,41",37,-58.0,-51.4000,-58.09,-58.2,8.14,12.21,365,2025-12-11T19:06:10.515974
8,500000,2,"1072637,100,8,5D,E0,3C,40,20,7F,A9,41",37,-57.0,-50.3333,-57.54,-57.8,8.14,12.21,383,2025-12-11T19:06:10.898974
8,500000,2,"1073005,100,8,1B,49,19,40,55,49,AA,41",37,-58.0,-51.4000,-57.77,-57.8,8.14,12.21,365,2025-12-11T19:06:11.263974
8,500000,2,"1073374,100,8,3B,96,04,40,63,1A,AB,41",37,-58.0,-51.4000,-57.89,-57.8,8.14,12.21,367,2025-12-11T19:06:11.630974
8,500000,2,"1073744,100,8,BD,22,03,40,72,3B,AC,41",37,-58.0,-51.4000,-57.94,-57.8,8.14,12.21,382,2025-12-11T19:06:12.012974
8,500000,2,"1074113,100,8,A0,C8,15,40,BB,1B,AD,41",37,-58.0,-51.4000,-57.97,-58.0,8.14,12.21,360,2025-12-11T19:06:12.372974
8,500000,2,"1074481,100,8,F9,A2,37,40,36,02,AE,41",37,-58.0,-51.4000,-57.99,-58.0,8.14,12.21,364,2025-12-11T19:06:12.736974
8,500000,2,"1074851,100,8,34,09,77,40,CB,3E,AF,41",37,-58.0,-51.4000,-57.99,-58.0,8.14,12.21,380,2025-12-11T19:06:13.116974
8,500000,2,"1075219,100,8,92,63,97,40,EA,32,B0,41",37,-57.0,-50.3333,-57.50,-57.8,8.14,12.21,370,2025-12-11T19:06:13.486974
8,500000,2,"1075588,100,8,75,07,B4,40,84,2C,B1,41",37,-58.0,-51.4000,-57.75,-57.8,8.14,12.21,361,2025-12-11T19:06:13.847974
