SF,BW,TP,timestamp,rssi,kalman_rssi,sma_rssi,tx_interval,payload,energy_per_packet_j
9,250000,2,2025-12-21T16:45:09.835833,-72.0,-71.9762,-72.0,1349,"90009592,100,8,98,C9,98,40,FF,B2,C7,41",0.146906100
9,250000,2,2025-12-21T16:45:11.176833,-72.0,-71.9853,-72.0,1341,"90014218,100,8,B8,11,DF,40,BC,9A,D1,41",0.146034900
9,250000,2,2025-12-21T16:45:12.525833,-72.0,-71.9901,-72.0,1349,"90015567,100,8,26,29,C0,40,5C,9A,E0,41",0.146906100
9,250000,2,2025-12-21T16:45:13.879833,-72.0,-71.9931,-72.0,1354,"90016916,100,8,89,F5,FF,40,9D,33,E4,41",0.147450600
9,250000,2,2025-12-21T16:45:15.230833,-73.0,-72.0977,-72.2,1351,"90018265,100,8,E0,61,C5,40,07,65,E7,41",0.147123900
9,250000,2,2025-12-21T16:45:16.578833,-72.0,-72.0488,-72.2,1348,"90019614,100,8,48,99,29,40,CA,57,EA,41",0.146797200
9,250000,2,2025-12-21T16:45:17.929833,-72.0,-72.0244,-72.2,1351,"90020963,100,8,0C,44,1A,40,0C,8D,EC,41",0.147123900
9,250000,2,2025-12-21T16:45:19.281833,-71.0,-71.5122,-72.0,1352,"90022312,100,8,43,25,AF,40,BA,3B,EE,41",0.147232800
9,250000,2,2025-12-21T16:45:20.629833,-72.0,-71.7561,-71.8,1348,"90023661,100,8,E3,D7,FD,40,A2,5D,EF,41",0.146797200
9,250000,2,2025-12-21T16:45:21.979833,-72.0,-71.8781,-71.8,1350,"90025010,100,8,9D,99,CC,40,0D,F4,EF,41",0.147015000
9,250000,2,2025-12-21T16:45:23.326833,-73.0,-72.4390,-72.0,1347,"90026359,100,8,07,DB,41,40,B4,E5,EF,41",0.146688300
9,250000,2,2025-12-21T16:45:24.672833,-73.0,-72.7195,-72.5,1346,"90027709,100,8,8F,61,0B,40,74,44,EF,41",0.146579400
9,250000,2,2025-12-21T16:45:26.028833,-72.0,-72.3598,-72.5,1356,"90029058,100,8,A1,9F,9D,40,9F,12,EE,41",0.147668400
9,250000,2,2025-12-21T16:45:27.372833,-72.0,-72.1799,-72.5,1344,"90030407,100,8,69,D6,FB,40,4D,29,EC,41",0.146361600
9,250000,2,2025-12-21T16:45:28.723833,-72.0,-72.0899,-72.2,1351,"90031756,100,8,F0,56,DB,40,B9,DA,E9,41",0.147123900
9,250000,2,2025-12-21T16:45:30.077833,-72.0,-72.0450,-72.0,1354,"90033105,100,8,65,55,5E,40,7E,0F,E7,41",0.147450600
9,250000,2,2025-12-21T16:45:31.420833,-72.0,-72.0225,-72.0,1343,"90034454,100,8,41,98,06,40,F8,87,E3,41",0.146252700
9,250000,2,2025-12-21T16:45:32.772833,-72.0,-72.0112,-72.0,1352,"90035803,100,8,5A,A8,95,40,FE,DB,DF,41",0.147232800
9,250000,2,2025-12-21T16:45:34.119833,-71.0,-71.5056,-71.8,1347,"90037152,100,8,15,35,F5,40,2B,D8,DB,41",0.146688300
9,250000,2,2025-12-21T16:45:35.476833,-72.0,-71.7528,-71.8,1357,"90038501,100,8,ED,17,E8,40,46,8B,D7,41",0.147777300
9,250000,2,2025-12-21T16:45:36.820833,-70.0,-70.8764,-71.2,1344,"90039850,100,8,01,68,6C,40,93,A2,D2,41",0.146361600
9,250000,2,2025-12-21T16:45:38.170833,-72.0,-71.4382,-71.2,1350,"90041199,100,8,E7,9B,00,40,43,F1,CD,41",0.147015000
9,250000,2,2025-12-21T16:45:39.522833,-72.0,-71.7191,-71.5,1352,"90042548,100,8,E2,71,84,40,13,2A,C9,41",0.147232800
9,250000,2,2025-12-21T16:45:40.866833,-72.0,-71.8596,-71.5,1344,"90043897,100,8,D2,B9,EB,40,99,5E,C4,41",0.146361600
9,250000,2,2025-12-21T16:45:42.219833,-72.0,-71.9298,-72.0,1353,"90045246,100,8,82,1C,ED,40,77,3C,BF,41",0.147341700
9,250000,2,2025-12-21T16:45:43.564833,-72.0,-71.9649,-72.0,1345,"90046595,100,8,45,A5,86,40,87,A0,BA,41",0.146470500
9,250000,2,2025-12-21T16:45:44.918833,-73.0,-72.4824,-72.2,1354,"90047944,100,8,1D,07,01,40,D5,35,B6,41",0.147450600
9,250000,2,2025-12-21T16:45:46.271833,-73.0,-72.7412,-72.5,1353,"90049293,100,8,ED,4E,68,40,A3,0C,B2,41",0.147341700
9,250000,2,2025-12-21T16:45:47.613833,-72.0,-72.3706,-72.5,1342,"90050642,100,8,B2,8F,E6,40,56,E6,AD,41",0.146143800
9,250000,2,2025-12-21T16:45:48.966833,-73.0,-72.6853,-72.8,1353,"90051991,100,8,D8,3C,F6,40,74,75,AA,41",0.147341700
9,250000,2,2025-12-21T16:45:50.311833,-71.0,-71.8427,-72.2,1345,"90053340,100,8,BD,EF,97,40,58,71,A7,41",0.146470500
9,250000,2,2025-12-21T16:45:51.662833,-72.0,-71.9213,-72.0,1351,"90054689,100,8,4D,D6,07,40,1C,E5,A4,41",0.147123900
9,250000,2,2025-12-21T16:45:53.014833,-72.0,-71.9607,-72.0,1352,"90056038,100,8,64,6B,5A,40,A2,B4,A2,41",0.147232800
9,250000,2,2025-12-21T16:45:54.367833,-72.0,-71.9803,-71.8,1353,"90057387,100,8,F1,85,D9,40,1B,3E,A1,41",0.147341700
9,250000,2,2025-12-21T16:45:55.709833,-72.0,-71.9902,-72.0,1342,"90058736,100,8,6C,7A,FC,40,49,56,A0,41",0.146143800
9,250000,2,2025-12-21T16:45:57.059833,-73.0,-72.4951,-72.2,1350,"90060085,100,8,48,7F,A9,40,81,00,A0,41",0.147015000
9,250000,2,2025-12-21T16:45:58.413833,-72.0,-72.2475,-72.2,1354,"90061434,100,8,3F,FC,0C,40,C0,49,A0,41",0.147450600
9,250000,2,2025-12-21T16:45:59.757833,-72.0,-72.1238,-72.2,1344,"90062783,100,8,97,70,3E,40,B8,25,A1,41",0.146361600
9,250000,2,2025-12-21T16:46:01.106833,-73.0,-72.5619,-72.5,1349,"90064132,100,8,69,8F,CA,40,BF,90,A2,41",0.146906100
9,250000,2,2025-12-21T16:46:02.456833,-72.0,-72.2809,-72.2,1350,"90065481,100,8,94,4C,FE,40,59,B5,A4,41",0.147015000
9,250000,2,2025-12-21T16:46:03.809833,-71.0,-71.6405,-72.0,1353,"90066830,100,8,DC,66,B1,40,56,37,A7,41",0.147341700
9,250000,2,2025-12-21T16:46:05.160833,-72.0,-71.8202,-72.0,1351,"90068179,100,8,DB,9F,1C,40,09,32,AA,41",0.147123900
9,250000,2,2025-12-21T16:46:06.504833,-70.0,-70.9101,-71.2,1344,"90069528,100,8,AC,CB,26,40,79,9A,AD,41",0.146361600
9,250000,2,2025-12-21T16:46:07.854833,-72.0,-71.4551,-71.2,1350,"90070877,100,8,5F,43,C3,40,DD,B8,B1,41",0.147015000
9,250000,2,2025-12-21T16:46:09.207833,-72.0,-71.7275,-71.5,1353,"90072226,100,8,A6,FF,FF,40,01,DC,B5,41",0.147341700
9,250000,2,2025-12-21T16:46:10.558833,-72.0,-71.8638,-71.5,1351,"90073575,100,8,FC,4E,C2,40,F1,41,BA,41",0.147123900
9,250000,2,2025-12-21T16:46:11.908833,-72.0,-71.9319,-72.0,1350,"90074924,100,8,08,BB,31,40,7A,DA,BE,41",0.147015000
9,250000,2,2025-12-21T16:46:13.255833,-72.0,-71.9659,-72.0,1347,"90076273,100,8,B5,B5,1D,40,85,FA,C3,41",0.146688300
9,250000,2,2025-12-21T16:46:14.606833,-69.0,-70.4830,-71.2,1351,"90077622,100,8,77,68,B2,40,90,C5,C8,41",0.147123900
9,250000,2,2025-12-21T16:46:15.957833,-73.0,-71.7415,-71.5,1351,"90078971,100,8,58,7C,FE,40,C5,8D,CD,41",0.147123900
9,250000,2,2025-12-21T16:46:17.299833,-72.0,-71.8707,-71.5,1342,"90080320,100,8,34,11,D2,40,86,41,D2,41",0.146143800
9,250000,2,2025-12-21T16:46:18.653833,-72.0,-71.9354,-71.5,1354,"90081669,100,8,77,EF,3C,40,72,2E,D7,41",0.147450600
9,250000,2,2025-12-21T16:46:19.996833,-72.0,-71.9677,-72.2,1343,"90083018,100,8,6E,BC,0D,40,A1,80,DB,41",0.146252700
9,250000,2,2025-12-21T16:46:21.346833,-71.0,-71.4838,-71.8,1350,"90084367,100,8,DD,EF,A0,40,01,8B,DF,41",0.147015000
9,250000,2,2025-12-21T16:46:22.696833,-71.0,-71.2419,-71.5,1350,"90085716,100,8,9E,CF,F9,40,B2,3E,E3,41",0.147015000
9,250000,2,2025-12-21T16:46:24.048833,-73.0,-72.1210,-71.8,1352,"90087065,100,8,2F,B3,D8,40,C3,CF,E6,41",0.147232800
9,250000,2,2025-12-21T16:46:25.398833,-72.0,-72.0605,-71.8,1350,"90088414,100,8,E0,AF,58,40,C2,A4,E9,41",0.147015000
9,250000,2,2025-12-21T16:46:26.745833,-72.0,-72.0302,-72.0,1347,"90089763,100,8,44,BA,03,40,E1,FD,EB,41",0.146688300
9,250000,2,2025-12-21T16:46:28.092833,-72.0,-72.0151,-72.2,1347,"90091112,100,8,3D,6F,8F,40,7B,D2,ED,41",0.146688300
9,250000,2,2025-12-21T16:46:29.444833,-71.0,-71.5076,-71.8,1352,"90092461,100,8,CA,AE,F6,40,D1,30,EF,41",0.147232800
9,250000,2,2025-12-21T16:46:30.798833,-72.0,-71.7538,-71.8,1354,"90093810,100,8,E2,DC,E5,40,02,DE,EF,41",0.147450600
9,250000,2,2025-12-21T16:46:32.141833,-72.0,-71.8769,-71.8,1343,"90095159,100,8,52,E5,77,40,6A,F8,EF,41",0.146252700
9,250000,2,2025-12-21T16:46:33.493833,-72.0,-71.9384,-71.8,1352,"90096508,100,8,16,40,01,40,FA,6E,EF,41",0.147232800
9,250000,2,2025-12-21T16:46:34.846833,-73.0,-72.4692,-72.2,1353,"90097857,100,8,88,A2,87,40,CE,58,EE,41",0.147341700
9,250000,2,2025-12-21T16:46:36.190833,-72.0,-72.2346,-72.2,1344,"90099206,100,8,91,B7,ED,40,70,B5,EC,41",0.146361600
9,250000,2,2025-12-21T16:46:37.546833,-72.0,-72.1173,-72.2,1356,"90100555,100,8,19,B0,F0,40,E9,8A,EA,41",0.147668400
