SF,BW,TP,payload,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp
10,62500,2,"95219699,100,8,D1,67,4E,40,81,BF,EE,41",38,-60.0,-53.5333,-59.95,-60.0,260.33,390.50,9880,2025-12-14T19:40:38.693559
10,62500,2,"95221819,100,8,3E,70,C2,40,30,90,ED,41",38,-60.0,-53.5333,-59.97,-60.0,260.33,390.50,9879,2025-12-14T19:40:48.572559
10,62500,2,"95231699,100,8,22,AA,E9,40,75,4A,EA,41",38,-60.0,-53.5333,-59.98,-60.0,260.33,390.50,9873,2025-12-14T19:40:58.445559
10,62500,2,"95241579,100,8,4D,06,07,40,E8,2E,CD,41",38,-60.0,-53.5333,-59.99,-60.0,260.33,390.50,9880,2025-12-14T19:41:08.325559
10,62500,2,"95251459,100,8,42,DF,FE,40,2E,27,AC,41",38,-60.0,-53.5333,-59.58,-60.0,260.33,390.50,9884,2025-12-14T19:41:18.209559
10,62500,2,"95261339,100,8,C4,7D,2A,40,C3,28,A0,41",38,-60.0,-53.5333,-59.79,-60.0,260.33,390.50,9879,2025-12-14T19:41:28.088559
10,62500,2,"95271219,100,8,E3,49,CB,40,10,07,B2,41",38,-60.0,-53.5333,-59.89,-60.0,260.33,390.50,9882,2025-12-14T19:41:37.970559
10,62500,2,"95281099,100,8,09,DF,9B,40,34,86,D4,41",38,-60.0,-53.5333,-59.95,-60.0,260.33,390.50,9886,2025-12-14T19:41:47.856559
10,62500,2,"95290979,100,8,5D,78,78,40,F4,8A,ED,41",38,-60.0,-53.5333,-59.97,-60.0,260.33,390.50,9877,2025-12-14T19:41:57.733559
10,62500,2,"95300859,100,8,41,4D,E5,40,53,26,EA,41",38,-60.0,-53.5333,-59.99,-60.0,260.33,390.50,9887,2025-12-14T19:42:07.620559
10,62500,2,"95310739,100,8,C5,7A,05,40,3E,4F,CD,41",38,-60.0,-53.5333,-59.99,-60.0,260.33,390.50,9884,2025-12-14T19:42:17.504559
10,62500,2,"95320619,100,8,4F,5B,FE,40,A1,3E,AC,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9872,2025-12-14T19:42:27.376559
10,62500,2,"95330499,100,8,B1,A2,22,40,39,2F,A0,41",38,-59.0,-52.4667,-59.50,-59.8,260.33,390.50,9878,2025-12-14T19:42:37.254559
10,62500,2,"95340379,100,8,DA,05,D1,40,81,41,B2,41",38,-60.0,-53.5333,-59.75,-59.8,260.33,390.50,9876,2025-12-14T19:42:47.130559
10,62500,2,"95350259,100,8,8D,59,95,40,67,C8,D4,41",38,-60.0,-53.5333,-59.87,-59.8,260.33,390.50,9892,2025-12-14T19:42:57.022559
10,62500,2,"95360139,100,8,F7,D4,72,40,A6,7F,ED,41",38,-60.0,-53.5333,-59.94,-59.8,260.33,390.50,9880,2025-12-14T19:43:06.902559
10,62500,2,"95370019,100,8,E1,61,E7,40,44,37,EA,41",38,-60.0,-53.5333,-59.97,-60.0,260.33,390.50,9877,2025-12-14T19:43:16.779559
10,62500,2,"95379899,100,8,82,03,09,40,0B,0A,CD,41",38,-60.0,-53.5333,-59.98,-60.0,260.33,390.50,9879,2025-12-14T19:43:26.658559
10,62500,2,"95389779,100,8,8F,57,FF,40,8C,0C,AC,41",38,-60.0,-53.5333,-59.99,-60.0,260.33,390.50,9874,2025-12-14T19:43:36.532559
10,62500,2,"95399659,100,8,A2,82,1B,40,27,36,A0,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9895,2025-12-14T19:43:46.427559
10,62500,2,"95409539,100,8,8B,5E,CE,40,28,26,B2,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9877,2025-12-14T19:43:56.304559
10,62500,2,"95419419,100,8,CB,64,98,40,7A,A9,D4,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9870,2025-12-14T19:44:06.174559
10,62500,2,"95429299,100,8,8E,FB,7E,40,B7,97,ED,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9883,2025-12-14T19:44:16.057559
10,62500,2,"95439179,100,8,77,D8,E2,40,EA,12,EA,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9892,2025-12-14T19:44:25.949559
10,62500,2,"95449059,100,8,B4,65,0D,40,CA,C4,CC,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9865,2025-12-14T19:44:35.814559
10,62500,2,"95458939,100,8,B3,EF,FE,40,EA,23,AC,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9894,2025-12-14T19:44:45.708559
10,62500,2,"95468819,100,8,65,BF,1E,40,DA,32,A0,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9879,2025-12-14T19:44:55.587559
10,62500,2,"95478699,100,8,50,FC,D3,40,BC,60,B2,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9871,2025-12-14T19:45:05.458559
10,62500,2,"95488579,100,8,17,E5,91,40,98,EB,D4,41",38,-59.0,-52.4667,-59.50,-59.8,260.33,390.50,9889,2025-12-14T19:45:15.347559
10,62500,2,"95498459,100,8,B4,B7,85,40,55,AF,ED,41",38,-60.0,-53.5333,-59.75,-59.8,260.33,390.50,9880,2025-12-14T19:45:25.227559
10,62500,2,"95508339,100,8,9E,FF,DD,40,29,EE,E9,41",38,-60.0,-53.5333,-59.88,-59.8,260.33,390.50,9873,2025-12-14T19:45:35.100559
10,62500,2,"95518219,100,8,69,3E,0B,40,2B,E5,CC,41",38,-60.0,-53.5333,-59.94,-59.8,260.33,390.50,9885,2025-12-14T19:45:44.985559
10,62500,2,"95528099,100,8,B7,AF,FF,40,02,F2,AB,41",38,-59.0,-52.4667,-59.47,-59.8,260.33,390.50,9889,2025-12-14T19:45:54.874559
10,62500,2,"95537979,100,8,72,06,18,40,09,3A,A0,41",38,-60.0,-53.5333,-59.73,-59.8,260.33,390.50,9874,2025-12-14T19:46:04.748559
10,62500,2,"95547859,100,8,4E,5C,D9,40,92,9B,B2,41",38,-60.0,-53.5333,-59.87,-59.8,260.33,390.50,9872,2025-12-14T19:46:14.620559
10,62500,2,"95557739,100,8,27,76,8B,40,8F,2D,D5,41",38,-60.0,-53.5333,-59.93,-59.8,260.33,390.50,9889,2025-12-14T19:46:24.509559
10,62500,2,"95567619,100,8,55,CA,82,40,59,A4,ED,41",38,-60.0,-53.5333,-59.97,-60.0,260.33,390.50,9884,2025-12-14T19:46:34.393559
10,62500,2,"95577499,100,8,24,4D,E0,40,64,FF,E9,41",38,-60.0,-53.5333,-59.98,-60.0,260.33,390.50,9879,2025-12-14T19:46:44.272559
10,62500,2,"95587379,100,8,5C,12,10,40,E1,9F,CC,41",38,-60.0,-53.5333,-59.99,-60.0,260.33,390.50,9883,2025-12-14T19:46:54.155559
10,62500,2,"95597259,100,8,04,FE,FF,40,6F,C0,AB,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9872,2025-12-14T19:47:04.027559
10,62500,2,"95607139,100,8,1F,15,12,40,B1,41,A0,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9885,2025-12-14T19:47:13.912559
10,62500,2,"95617019,100,8,3E,E1,D6,40,0A,80,B2,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9884,2025-12-14T19:47:23.796559
10,62500,2,"95626899,100,8,63,75,8E,40,BF,0E,D5,41",38,-59.0,-52.4667,-59.50,-59.8,260.33,390.50,9876,2025-12-14T19:47:33.672559
10,62500,2,"95636779,100,8,D4,15,89,40,BB,BB,ED,41",38,-60.0,-53.5333,-59.75,-59.8,260.33,390.50,9876,2025-12-14T19:47:43.548559
10,62500,2,"95646659,100,8,50,4C,DB,40,6C,DA,E9,41",38,-60.0,-53.5333,-59.87,-59.8,260.33,390.50,9884,2025-12-14T19:47:53.432559
10,62500,2,"95656539,100,8,62,B7,15,40,8A,5A,CC,41",38,-60.0,-53.5333,-59.94,-59.8,260.33,390.50,9880,2025-12-14T19:48:03.312559
10,62500,2,"95666419,100,8,9B,E7,FF,40,90,D7,AB,41",38,-60.0,-53.5333,-59.97,-60.0,260.33,390.50,9884,2025-12-14T19:48:13.196559
10,62500,2,"95676299,100,8,E6,C2,14,40,0E,3E,A0,41",38,-60.0,-53.5333,-59.98,-60.0,260.33,390.50,9881,2025-12-14T19:48:23.077559
10,62500,2,"95686179,100,8,B4,1D,DC,40,03,BB,B2,41",38,-60.0,-53.5333,-59.99,-60.0,260.33,390.50,9881,2025-12-14T19:48:32.958559
10,62500,2,"95696059,100,8,80,12,88,40,A1,50,D5,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9877,2025-12-14T19:48:42.835559
10,62500,2,"95705939,100,8,8E,7C,8F,40,AA,D2,ED,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9875,2025-12-14T19:48:52.710559
10,62500,2,"95715819,100,8,03,05,D6,40,0D,B5,E9,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9881,2025-12-14T19:49:02.591559
10,62500,2,"95725699,100,8,56,FA,12,40,F5,7A,CC,41",38,-60.0,-53.5333,-60.00,-60.0,260.33,390.50,9880,2025-12-14T19:49:12.471559
10,62500,2,"95735579,100,8,2A,F9,FF,40,2B,A6,AB,41",38,-59.0,-52.4667,-59.50,-59.8,260.33,390.50,9881,2025-12-14T19:49:22.352559
10,62500,2,"95745459,100,8,D5,3E,0F,40,F6,45,A0,41",38,-60.0,-53.5333,-59.75,-59.8,260.33,390.50,9876,2025-12-14T19:49:32.228559
10,62500,2,"95755339,100,8,B9,12,E1,40,3D,F6,B2,41",38,-60.0,-53.5333,-59.87,-59.8,260.33,390.50,9889,2025-12-14T19:49:42.117559
10,62500,2,"95765219,100,8,0D,CC,81,40,5A,92,D5,41",38,-60.0,-53.5333,-59.94,-59.8,260.33,390.50,9888,2025-12-14T19:49:52.005559
10,62500,2,"95775099,100,8,AD,7B,8C,40,00,C8,ED,41",38,-60.0,-53.5333,-59.97,-60.0,260.33,390.50,9865,2025-12-14T19:50:01.870559
10,62500,2,"95784979,100,8,03,85,D8,40,92,C6,E9,41",38,-60.0,-53.5333,-59.98,-60.0,260.33,390.50,9887,2025-12-14T19:50:11.757559
