SF,BW,TP,timestamp,rssi,kalman_rssi,sma_rssi,tx_interval,payload,energy_per_packet_j
7,125000,22,2025-12-30T23:27:06.214140,-58.0,-57.7381,-57.7,779,"626886,100,8,43,66,B9,40,C8,47,A8,41",0.308484000
7,125000,22,2025-12-30T23:27:06.996140,-58.0,-57.8387,-57.8,782,"628295,100,8,47,A4,3F,40,88,01,A6,41",0.309672000
7,125000,22,2025-12-30T23:27:07.770140,-58.0,-57.8913,-57.9,774,"629075,100,8,1D,7F,02,40,3C,12,A4,41",0.306504000
7,125000,22,2025-12-30T23:27:08.551140,-57.0,-57.6250,-57.8,781,"629854,100,8,FB,F0,42,40,F3,ED,A2,41",0.309276000
7,125000,22,2025-12-30T23:27:09.327140,-58.0,-57.8650,-57.8,776,"630633,100,8,02,1A,9F,40,26,F8,A1,41",0.307296000
7,125000,22,2025-12-30T23:27:10.105140,-59.0,-58.4325,-58.0,778,"631412,100,8,B1,27,DD,40,08,32,A1,41",0.308088000
7,125000,22,2025-12-30T23:27:10.888140,-58.0,-58.2162,-58.0,783,"632191,100,8,43,72,FE,40,92,9C,A0,41",0.310068000
7,125000,22,2025-12-30T23:27:11.660140,-57.0,-57.6081,-58.0,772,"632970,100,8,6A,51,F3,40,80,38,A0,41",0.305712000
7,125000,22,2025-12-30T23:27:12.446140,-58.0,-57.8041,-58.0,786,"633749,100,8,03,01,C1,40,4E,06,A0,41",0.311256000
7,125000,22,2025-12-30T23:27:13.232140,-58.0,-57.9020,-57.8,786,"634528,100,8,D1,55,7E,40,3D,06,A0,41",0.311256000
7,125000,22,2025-12-30T23:27:14.005140,-57.0,-57.4510,-57.5,773,"635307,100,8,B2,8B,19,40,4B,38,A0,41",0.306108000
7,125000,22,2025-12-30T23:27:14.785140,-58.0,-57.7255,-57.8,780,"636087,100,8,8A,62,07,40,8E,AE,A0,41",0.308880000
7,125000,22,2025-12-30T23:27:15.560140,-58.0,-57.8628,-57.8,775,"636867,100,8,EF,C5,54,40,E2,4A,A1,41",0.306900000
7,125000,22,2025-12-30T23:27:16.338140,-58.0,-57.9314,-57.8,778,"637646,100,8,C3,4B,AA,40,BF,17,A2,41",0.308088000
7,125000,22,2025-12-30T23:27:17.122140,-57.0,-57.4657,-57.8,784,"638425,100,8,EB,5C,E5,40,24,14,A3,41",0.310464000
7,125000,22,2025-12-30T23:27:17.887140,-57.0,-57.2328,-57.5,765,"639204,100,8,B8,CE,FF,40,D5,3E,A4,41",0.302940000
7,125000,22,2025-12-30T23:27:18.670140,-57.0,-57.1164,-57.2,783,"639983,100,8,38,31,ED,40,5A,96,A5,41",0.310068000
7,125000,22,2025-12-30T23:27:19.449140,-57.0,-57.0582,-57.0,779,"640762,100,8,B6,45,B6,40,06,19,A7,41",0.308484000
7,125000,22,2025-12-30T23:27:20.230140,-56.0,-56.5291,-56.8,781,"641541,100,8,32,C1,69,40,F4,C4,A8,41",0.309276000
7,125000,22,2025-12-30T23:27:21.014140,-57.0,-56.7646,-56.8,784,"642320,100,8,FB,86,0F,40,0A,98,AA,41",0.310464000
7,125000,22,2025-12-30T23:27:21.785140,-56.0,-56.3823,-56.5,771,"643099,100,8,38,4C,08,40,00,90,AC,41",0.305316000
7,125000,22,2025-12-30T23:27:22.572140,-58.0,-57.1911,-56.8,787,"643879,100,8,5D,77,57,40,5D,AA,AE,41",0.311652000
7,125000,22,2025-12-30T23:27:23.342140,-58.0,-57.5956,-57.2,770,"644659,100,8,39,E6,AB,40,7E,E4,B0,41",0.304920000
7,125000,22,2025-12-30T23:27:24.129140,-58.0,-57.7978,-57.5,787,"645438,100,8,1D,A0,EC,40,60,93,B3,41",0.311652000
7,125000,22,2025-12-30T23:27:24.894140,-57.0,-57.3989,-57.8,765,"646218,100,8,DF,DC,FF,40,FE,07,B6,41",0.302940000
7,125000,22,2025-12-30T23:27:25.676140,-57.0,-57.1994,-57.5,782,"646997,100,8,AC,03,E6,40,24,93,B8,41",0.309672000
7,125000,22,2025-12-30T23:27:26.462140,-58.0,-57.5997,-57.5,786,"647776,100,8,B1,3C,AB,40,A1,31,BB,41",0.311256000
7,125000,22,2025-12-30T23:27:27.238140,-57.0,-57.2999,-57.2,776,"648555,100,8,84,59,56,40,2D,E0,BD,41",0.307296000
7,125000,22,2025-12-30T23:27:28.013140,-58.0,-57.6499,-57.5,775,"649334,100,8,08,EA,07,40,6A,9B,C0,41",0.306900000
7,125000,22,2025-12-30T23:27:28.793140,-57.0,-57.3250,-57.5,780,"650113,100,8,A0,0E,10,40,ED,5F,C3,41",0.308880000
7,125000,22,2025-12-30T23:27:29.571140,-58.0,-57.6625,-57.5,778,"650892,100,8,E2,F2,6A,40,3D,2A,C6,41",0.308088000
7,125000,22,2025-12-30T23:27:30.350140,-58.0,-57.8312,-57.8,779,"651672,100,8,B0,EB,B6,40,D9,F6,C8,41",0.308484000
7,125000,22,2025-12-30T23:27:31.134140,-56.0,-56.9156,-57.2,784,"652451,100,8,45,96,ED,40,40,C2,CB,41",0.310464000
7,125000,22,2025-12-30T23:27:31.908140,-58.0,-57.4578,-57.5,774,"653230,100,8,51,C3,FF,40,F0,88,CE,41",0.306504000
7,125000,22,2025-12-30T23:27:32.691140,-57.0,-57.2289,-57.2,783,"626886,100,8,43,66,B9,40,C8,47,A8,41",0.310068000
7,125000,22,2025-12-30T23:27:33.471140,-58.0,-57.6145,-57.2,780,"654788,100,8,77,0C,A0,40,D7,5B,D4,41",0.308880000
7,125000,22,2025-12-30T23:27:34.247140,-57.0,-57.3072,-57.5,776,"655568,100,8,7B,62,44,40,44,FD,D6,41",0.307296000
7,125000,22,2025-12-30T23:27:35.026140,-58.0,-57.6536,-57.5,779,"656347,100,8,6B,CF,02,40,E4,8B,D9,41",0.308484000
7,125000,22,2025-12-30T23:27:35.807140,-57.0,-57.3268,-57.5,781,"657126,100,8,F4,36,1A,40,85,04,DC,41",0.309276000
7,125000,22,2025-12-30T23:27:36.579140,-58.0,-57.6634,-57.5,772,"657905,100,8,2D,97,7F,40,0C,64,DE,41",0.305712000
7,125000,22,2025-12-30T23:27:37.360140,-58.0,-57.8317,-57.8,781,"658684,100,8,2D,A1,C1,40,80,A7,E0,41",0.309276000
7,125000,22,2025-12-30T23:27:38.148140,-57.0,-57.4159,-57.5,788,"659464,100,8,BC,A5,F3,40,0A,CC,E2,41",0.312048000
7,125000,22,2025-12-30T23:27:38.911140,-57.0,-57.2079,-57.5,763,"660243,100,8,14,53,FE,40,FA,CE,E4,41",0.302148000
7,125000,22,2025-12-30T23:27:39.694140,-57.0,-57.1040,-57.2,783,"661022,100,8,AC,A3,DC,40,CB,AD,E6,41",0.310068000
7,125000,22,2025-12-30T23:27:40.484140,-57.0,-57.0520,-57.0,790,"661801,100,8,3E,6F,9E,40,23,66,E8,41",0.312840000
7,125000,22,2025-12-30T23:27:41.251140,-57.0,-57.0260,-57.0,767,"662580,100,8,98,EE,41,40,DC,F5,E9,41",0.303732000
7,125000,22,2025-12-30T23:27:42.040140,-58.0,-57.5130,-57.2,789,"663359,100,8,62,49,02,40,00,5B,EB,41",0.312444000
7,125000,22,2025-12-30T23:27:42.813140,-56.0,-56.7565,-57.0,773,"664138,100,8,C2,A1,26,40,C9,BC,EC,41",0.306108000
7,125000,22,2025-12-30T23:27:43.589140,-58.0,-57.3782,-57.2,776,"664918,100,8,1C,8E,8A,40,11,C1,ED,41",0.307296000
7,125000,22,2025-12-30T23:27:44.366140,-58.0,-57.6891,-57.5,777,"665697,100,8,51,E1,CB,40,02,96,EE,41",0.307692000
7,125000,22,2025-12-30T23:27:45.141140,-57.0,-57.3446,-57.2,775,"666476,100,8,53,91,F8,40,91,3A,EF,41",0.306900000
7,125000,22,2025-12-30T23:27:45.931140,-58.0,-57.6723,-57.8,790,"667256,100,8,B6,99,FB,40,EF,AD,EF,41",0.312840000
7,125000,22,2025-12-30T23:27:46.702140,-58.0,-57.8361,-57.8,771,"668036,100,8,55,8D,D3,40,8D,EF,EF,41",0.305316000
7,125000,22,2025-12-30T23:27:47.480140,-57.0,-57.4181,-57.5,778,"668815,100,8,0B,42,93,40,18,FF,EF,41",0.308088000
7,125000,22,2025-12-30T23:27:48.264140,-57.0,-57.2090,-57.5,784,"669594,100,8,CE,E9,31,40,7C,DC,EF,41",0.310464000
7,125000,22,2025-12-30T23:27:49.037140,-58.0,-57.6045,-57.5,773,"670373,100,8,E1,22,00,40,E4,87,EF,41",0.306108000
7,125000,22,2025-12-30T23:27:49.824140,-57.0,-57.3023,-57.2,787,"671152,100,8,80,98,28,40,BC,01,EF,41",0.311652000
7,125000,22,2025-12-30T23:27:50.605140,-57.0,-57.1511,-57.2,781,"671931,100,8,A9,21,8C,40,AA,4A,EE,41",0.309276000
7,125000,22,2025-12-30T23:27:51.379140,-58.0,-57.5756,-57.5,774,"672710,100,8,41,4F,CD,40,95,63,ED,41",0.306504000
7,125000,22,2025-12-30T23:27:52.158140,-58.0,-57.7878,-57.5,779,"673489,100,8,DF,47,FC,40,29,22,EC,41",0.308484000
7,125000,22,2025-12-30T23:27:52.937140,-57.0,-57.3939,-57.5,779,"674269,100,8,B8,A0,F7,40,4C,D8,EA,41",0.308484000
7,125000,22,2025-12-30T23:27:53.715140,-58.0,-57.6969,-57.8,778,"675049,100,8,1C,C3,C9,40,BE,62,E9,41",0.308088000
7,125000,22,2025-12-30T23:27:54.484140,-58.0,-57.8485,-57.8,769,"675828,100,8,4D,41,88,40,54,C3,E7,41",0.304524000
7,125000,22,2025-12-30T23:27:55.276140,-58.0,-57.9242,-57.8,792,"676607,100,8,CE,D4,23,40,16,FC,E5,41",0.313632000
7,125000,22,2025-12-30T23:27:56.058140,-58.0,-57.9621,-58.0,782,PACKET_LOST,0.309672000
7,125000,22,2025-12-30T23:27:56.829140,-58.0,-57.9811,-58.0,771,"678165,100,8,7C,63,37,40,38,FF,E1,41",0.305316000
7,125000,22,2025-12-30T23:27:57.608140,-58.0,-57.9905,-58.0,779,"678944,100,8,9F,36,97,40,99,CE,DF,41",0.308484000
7,125000,22,2025-12-30T23:27:58.386140,-58.0,-57.9953,-58.0,778,"679723,100,8,6B,DD,D6,40,20,80,DD,41",0.308088000
7,125000,22,2025-12-30T23:27:59.165140,-57.0,-57.4976,-57.8,779,"680502,100,8,70,B6,FC,40,B1,16,DB,41",0.308484000
7,125000,22,2025-12-30T23:27:59.934140,-57.0,-57.2488,-57.5,769,"681281,100,8,C7,F4,F6,40,53,95,D8,41",0.304524000
7,125000,22,2025-12-30T23:28:00.717140,-58.0,-57.6244,-57.5,783,"682060,100,8,87,4D,C8,40,2A,FF,D5,41",0.310068000
7,125000,22,2025-12-30T23:28:01.507140,-57.0,-57.3122,-57.2,790,"682840,100,8,D5,26,7B,40,1D,F5,D2,41",0.312840000
7,125000,22,2025-12-30T23:28:02.283140,-57.0,-57.1561,-57.2,776,"683620,100,8,BA,E0,17,40,6D,3D,D0,41",0.307296000
7,125000,22,2025-12-30T23:28:03.061140,-57.0,-57.0781,-57.2,778,"684399,100,8,AA,AC,03,40,68,7B,CD,41",0.308088000
7,125000,22,2025-12-30T23:28:03.840140,-58.0,-57.5390,-57.2,779,"685178,100,8,26,0B,48,40,83,B2,CA,41",0.308484000
7,125000,22,2025-12-30T23:28:04.621140,-58.0,-57.7695,-57.5,781,"685957,100,8,3E,6A,A2,40,3D,E6,C7,41",0.309276000
7,125000,22,2025-12-30T23:28:05.395140,-58.0,-57.8848,-57.8,774,"686736,100,8,24,AC,DF,40,16,1A,C5,41",0.306504000
7,125000,22,2025-12-30T23:28:06.171140,-56.0,-56.9424,-57.5,776,"687515,100,8,D4,FB,FE,40,93,51,C2,41",0.307296000
7,125000,22,2025-12-30T23:28:06.950140,-58.0,-57.4712,-57.5,779,"688294,100,8,67,9F,F1,40,2E,90,BF,41",0.308484000
7,125000,22,2025-12-30T23:28:07.728140,-58.0,-57.7356,-57.5,778,"689073,100,8,8B,DF,BD,40,5E,D9,BC,41",0.308088000
7,125000,22,2025-12-30T23:28:08.505140,-58.0,-57.8678,-57.5,777,"689852,100,8,D9,25,78,40,89,30,BA,41",0.307692000
7,125000,22,2025-12-30T23:28:09.292140,-58.0,-57.9339,-58.0,787,"690632,100,8,AB,57,16,40,06,99,B7,41",0.311652000
7,125000,22,2025-12-30T23:28:10.060140,-58.0,-57.9669,-58.0,768,"691412,100,8,64,54,04,40,13,16,B5,41",0.304128000
7,125000,22,2025-12-30T23:28:10.841140,-58.0,-57.9835,-58.0,781,"692191,100,8,61,55,5A,40,7F,54,B2,41",0.309276000
7,125000,22,2025-12-30T23:28:11.629140,-56.0,-56.9917,-57.5,788,"692971,100,8,6F,95,AD,40,13,08,B0,41",0.312048000
7,125000,22,2025-12-30T23:28:12.400140,-58.0,-57.4959,-57.5,771,"693750,100,8,B0,9C,E7,40,B5,D9,AD,41",0.305316000
7,125000,22,2025-12-30T23:28:13.180140,-57.0,-57.2479,-57.2,780,"694529,100,8,CB,F5,FF,40,20,CC,AB,41",0.308880000
7,125000,22,2025-12-30T23:28:13.966140,-57.0,-57.1240,-57.0,786,"695308,100,8,38,2D,EB,40,E9,E1,A9,41",0.311256000
7,125000,22,2025-12-30T23:28:14.732140,-57.0,-57.0620,-57.2,766,"696087,100,8,52,09,B3,40,75,1D,A8,41",0.303336000
7,125000,22,2025-12-30T23:28:15.519140,-58.0,-57.5310,-57.2,787,"696866,100,8,D8,E2,63,40,FC,80,A6,41",0.311652000
7,125000,22,2025-12-30T23:28:16.300140,-58.0,-57.7655,-57.5,781,"697645,100,8,A2,05,0D,40,83,0E,A5,41",0.309276000
7,125000,22,2025-12-30T23:28:17.077140,-56.0,-56.8827,-57.2,777,"698425,100,8,84,55,0A,40,DB,C7,A3,41",0.307692000
7,125000,22,2025-12-30T23:28:17.851140,-56.0,-56.4414,-57.0,774,"699204,100,8,20,16,5D,40,9D,AE,A2,41",0.306504000
7,125000,22,2025-12-30T23:28:18.630140,-58.0,-57.2207,-57.0,779,"699983,100,8,01,2E,AF,40,2A,C4,A1,41",0.308484000
7,125000,22,2025-12-30T23:28:19.412140,-57.0,-57.1103,-56.8,782,"700762,100,8,4C,AD,E8,40,A8,09,A1,41",0.309672000
7,125000,22,2025-12-30T23:28:20.197140,-57.0,-57.0552,-57.0,785,PACKET_LOST,0.310860000
7,125000,22,2025-12-30T23:28:20.971140,-58.0,-57.5276,-57.5,774,"702321,100,8,B9,B4,E3,40,5C,1F,A0,41",0.306504000
