SF,BW,TP,timestamp,rssi,kalman_rssi,sma_rssi,tx_interval,payload,energy_per_packet_j
7,250000,12,2025-12-30T23:29:04.905740,-61.0,-61.1095,-61.1,399,"746356,100,8,45,44,00,40,D7,6E,E4,41",0.079002000
7,250000,12,2025-12-30T23:29:05.308740,-61.0,-61.0674,-61.1,403,"747075,100,8,2F,0B,1C,40,DA,B1,E2,41",0.079794000
7,250000,12,2025-12-30T23:29:05.703740,-61.0,-61.0454,-61.1,395,"747475,100,8,C5,E4,4F,40,6D,7B,E1,41",0.078210000
7,250000,12,2025-12-30T23:29:06.106740,-62.0,-61.3307,-61.2,403,"747875,100,8,AB,B8,8A,40,90,3A,E0,41",0.079794000
7,250000,12,2025-12-30T23:29:06.501740,-62.0,-62.0320,-61.5,395,"748275,100,8,04,56,A7,40,61,43,DF,41",0.078210000
7,250000,12,2025-12-30T23:29:06.899740,-61.0,-61.5160,-61.5,398,"748675,100,8,21,08,CC,40,7F,F1,DD,41",0.078804000
7,250000,12,2025-12-30T23:29:07.304740,-61.0,-61.2580,-61.5,405,"749075,100,8,9E,C6,E9,40,A1,96,DC,41",0.080190000
7,250000,12,2025-12-30T23:29:07.697740,-61.0,-61.1290,-61.2,393,"749475,100,8,21,A2,F8,40,EB,8C,DB,41",0.077814000
7,250000,12,2025-12-30T23:29:08.094740,-62.0,-61.5645,-61.2,397,"749875,100,8,9A,FF,FF,40,AB,23,DA,41",0.078606000
7,250000,12,2025-12-30T23:29:08.496740,-60.0,-60.7822,-61.0,402,"750275,100,8,20,35,F8,40,FD,B2,D8,41",0.079596000
7,250000,12,2025-12-30T23:29:08.893740,-62.0,-61.3911,-61.2,397,"750675,100,8,4B,12,E9,40,F5,99,D7,41",0.078606000
7,250000,12,2025-12-30T23:29:09.292740,-62.0,-61.6956,-61.5,399,"751075,100,8,AB,0E,CB,40,B4,1D,D6,41",0.079002000
7,250000,12,2025-12-30T23:29:09.693740,-62.0,-61.8478,-61.5,401,"751475,100,8,20,C7,AF,40,AF,FC,D4,41",0.079398000
7,250000,12,2025-12-30T23:29:10.095740,-61.0,-61.4239,-61.8,402,"751875,100,8,13,A8,89,40,B8,76,D3,41",0.079596000
7,250000,12,2025-12-30T23:29:10.493740,-61.0,-61.2119,-61.5,398,"752275,100,8,27,20,4E,40,0F,EC,D1,41",0.078804000
7,250000,12,2025-12-30T23:29:10.885740,-60.0,-60.6060,-61.0,392,"752675,100,8,4F,87,25,40,5C,C1,D0,41",0.077616000
7,250000,12,2025-12-30T23:29:11.291740,-60.0,-60.3030,-60.5,406,"753075,100,8,45,51,05,40,02,30,CF,41",0.080388000
7,250000,12,2025-12-30T23:29:11.685740,-62.0,-61.1515,-60.8,394,"753475,100,8,56,94,02,40,B5,9B,CD,41",0.078012000
7,250000,12,2025-12-30T23:29:12.078740,-60.0,-60.5757,-60.5,393,"753875,100,8,1D,4F,14,40,F1,6A,CC,41",0.077814000
7,250000,12,2025-12-30T23:29:12.483740,-61.0,-60.7879,-60.8,405,"754275,100,8,78,54,43,40,0D,D3,CA,41",0.080190000
7,250000,12,2025-12-30T23:29:12.881740,-61.0,-60.8939,-61.0,398,"754675,100,8,4B,04,83,40,01,3A,C9,41",0.078804000
