SF,BW,TP,timestamp,rssi,kalman_rssi,sma_rssi,tx_interval,payload,energy_per_packet_j
12,500000,12,2025-12-31T20:51:17.461343,-62.0,-62.0619,-62.1,4128,"18791059,100,8,F9,BF,B3,40,2A,C7,ED,41",0.817344000
12,500000,12,2025-12-31T20:51:21.586343,-63.0,-62.4223,-62.4,4125,"18798497,100,8,0C,CB,2D,40,F6,34,E6,41",0.816750000
12,500000,12,2025-12-31T20:51:25.710343,-62.0,-62.2845,-62.3,4124,"18802626,100,8,81,ED,07,40,D6,64,CF,41",0.816552000
12,500000,12,2025-12-31T20:51:29.846343,-62.0,-62.1995,-62.2,4136,"18806755,100,8,84,80,F9,40,09,49,C0,41",0.818928000
12,500000,12,2025-12-31T20:51:33.967343,-62.0,-62.3516,-62.2,4121,"18810884,100,8,42,E6,5C,40,02,47,B2,41",0.815958000
12,500000,12,2025-12-31T20:51:38.096343,-63.0,-62.6758,-62.2,4129,"18815013,100,8,5A,75,9E,40,03,9A,A7,41",0.817542000
12,500000,12,2025-12-31T20:51:42.238343,-62.0,-62.3379,-62.2,4142,"18819142,100,8,3C,F3,DB,40,10,36,A1,41",0.820116000
12,500000,12,2025-12-31T20:51:46.357343,-61.0,-61.6689,-62.0,4119,"18823271,100,8,C5,DB,0A,40,B9,4D,A0,41",0.815562000
12,500000,12,2025-12-31T20:51:50.494343,-63.0,-62.3345,-62.2,4137,"18827400,100,8,A9,1C,FB,40,BE,F5,A4,41",0.819126000
12,500000,12,2025-12-31T20:51:54.613343,-61.0,-61.6672,-61.8,4119,"18831529,100,8,CB,80,45,40,BE,4E,AE,41",0.815562000
12,500000,12,2025-12-31T20:51:58.753343,-63.0,-62.3336,-62.0,4140,"18835658,100,8,11,37,A3,40,10,83,BB,41",0.819720000
12,500000,12,2025-12-31T20:52:02.874343,-62.0,-62.1668,-62.2,4121,"18839788,100,8,E8,1B,D0,40,43,19,CA,41",0.815958000
