SF,BW,TP,timestamp,rssi,kalman_rssi,sma_rssi,tx_interval,payload,energy_per_packet_j
9,125000,2,2025-12-20T16:54:07.203253,-68.0,-68.0857,-68.1,2479,"4144485,100,8,E8,81,93,40,7C,11,B0,41",0.269963100
9,125000,2,2025-12-20T16:54:09.680253,-68.0,-68.0528,-68.1,2477,"4153316,100,8,49,2D,0B,40,53,64,C0,41",0.269745300
9,125000,2,2025-12-20T16:54:12.155253,-68.0,-68.0356,-68.0,2475,"4155795,100,8,02,B7,96,40,63,32,DF,41",0.269527500
9,125000,2,2025-12-20T16:54:14.641253,-68.0,-68.0249,-68.0,2486,"4158274,100,8,50,B7,F2,40,C9,BF,E5,41",0.270725400
9,125000,2,2025-12-20T16:54:17.113253,-68.0,-67.5960,-68.0,2472,"4160753,100,8,D3,1B,09,40,CC,0F,EB,41",0.269200800
9,125000,2,2025-12-20T16:54:19.596253,-68.0,-67.7980,-68.0,2483,"4163232,100,8,77,31,BE,40,0F,6B,EE,41",0.270398700
9,125000,2,2025-12-20T16:54:22.071253,-69.0,-68.3990,-68.2,2475,"4165711,100,8,7D,D6,CF,40,12,F2,EF,41",0.269527500
9,125000,2,2025-12-20T16:54:24.549253,-69.0,-68.6995,-68.5,2478,"4168190,100,8,05,1C,01,40,1D,70,EF,41",0.269854200
9,125000,2,2025-12-20T16:54:27.032253,-68.0,-68.3498,-68.5,2483,"4170669,100,8,12,47,E7,40,47,E0,EC,41",0.270398700
9,125000,2,2025-12-20T16:54:29.505253,-67.0,-67.6749,-68.2,2473,"4173148,100,8,B4,0B,AA,40,FA,9A,E8,41",0.269309700
9,125000,2,2025-12-20T16:54:31.983253,-68.0,-67.8374,-68.0,2478,"4175627,100,8,66,39,24,40,DE,76,E2,41",0.269854200
9,125000,2,2025-12-20T16:54:34.462253,-68.0,-67.9187,-67.8,2479,"4178107,100,8,C8,35,FB,40,E8,47,DB,41",0.269963100
9,125000,2,2025-12-20T16:54:36.942253,-69.0,-68.4594,-68.0,2480,"4180586,100,8,57,1E,73,40,8B,C8,D2,41",0.270072000
9,125000,2,2025-12-20T16:54:39.422253,-67.0,-67.7297,-68.0,2480,"4183065,100,8,46,07,70,40,CA,B7,C9,41",0.270072000
9,125000,2,2025-12-20T16:54:41.904253,-69.0,-68.3648,-68.2,2482,"4185544,100,8,1C,18,FE,40,94,F4,C0,41",0.270289800
9,125000,2,2025-12-20T16:54:44.377253,-67.0,-67.6824,-68.0,2473,"4188023,100,8,39,3A,26,40,12,2A,B8,41",0.269309700
9,125000,2,2025-12-20T16:54:46.862253,-68.0,-67.8412,-67.8,2485,"4190502,100,8,7C,C5,9E,40,B0,87,B0,41",0.270616500
9,125000,2,2025-12-20T16:54:49.334253,-68.0,-67.9206,-68.0,2472,"4192981,100,8,81,66,E8,40,83,C3,A9,41",0.269200800
9,125000,2,2025-12-20T16:54:51.815253,-69.0,-68.4603,-68.0,2481,"4195460,100,8,F9,D8,04,40,15,C7,A4,41",0.270180900
9,125000,2,2025-12-20T16:54:54.295253,-68.0,-68.2302,-68.2,2480,"4197939,100,8,E6,5C,CE,40,21,62,A1,41",0.270072000
9,125000,2,2025-12-20T16:54:56.775253,-68.0,-68.1151,-68.2,2480,"4200418,100,8,F5,AD,C8,40,CD,09,A0,41",0.270072000
9,125000,2,2025-12-20T16:54:59.249253,-68.0,-68.0575,-68.2,2474,"4202898,100,8,56,1B,08,40,15,B1,A0,41",0.269418600
9,125000,2,2025-12-20T16:55:01.733253,-68.0,-68.0288,-68.0,2484,"4205377,100,8,14,6D,EC,40,69,41,A3,41",0.270507600
9,125000,2,2025-12-20T16:55:04.209253,-69.0,-68.5144,-68.2,2476,"4207856,100,8,AB,66,98,40,9E,D3,A7,41",0.269636400
9,125000,2,2025-12-20T16:55:06.685253,-69.0,-68.7572,-68.5,2476,"4210335,100,8,24,33,2E,40,ED,C9,AD,41",0.269636400
9,125000,2,2025-12-20T16:55:09.167253,-69.0,-68.8786,-68.8,2482,"4212814,100,8,78,26,FF,40,11,5E,B5,41",0.270289800
9,125000,2,2025-12-20T16:55:11.648253,-68.0,-68.4393,-68.8,2481,"4215293,100,8,B2,9D,64,40,75,8A,BD,41",0.270180900
9,125000,2,2025-12-20T16:55:14.122253,-68.0,-68.2196,-68.5,2474,"4217772,100,8,04,F8,7E,40,3D,9E,C6,41",0.269418600
9,125000,2,2025-12-20T16:55:16.600253,-68.0,-68.1098,-68.2,2478,"4220251,100,8,4E,05,F9,40,A6,C4,CF,41",0.269854200
9,125000,2,2025-12-20T16:55:19.084253,-67.0,-67.5549,-67.8,2484,"4222730,100,8,B7,1D,1D,40,D8,24,D8,41",0.270507600
9,125000,2,2025-12-20T16:55:21.560253,-69.0,-68.2775,-68.0,2476,"4225209,100,8,B7,5C,B0,40,EC,0F,E0,41",0.269636400
9,125000,2,2025-12-20T16:55:24.037253,-69.0,-68.6387,-68.2,2477,"4227689,100,8,D1,D9,E2,40,94,74,E6,41",0.269745300
9,125000,2,2025-12-20T16:55:26.516253,-68.0,-68.3194,-68.2,2479,"4230168,100,8,89,29,00,40,B7,90,EB,41",0.269963100
9,125000,2,2025-12-20T16:55:28.992253,-69.0,-68.6597,-68.8,2476,"4232647,100,8,1A,42,D5,40,F8,B3,EE,41",0.269636400
9,125000,2,2025-12-20T16:55:31.471253,-68.0,-68.3298,-68.5,2479,"4235126,100,8,90,13,B8,40,B6,FC,EF,41",0.269963100
9,125000,2,2025-12-20T16:55:33.954253,-68.0,-68.1649,-68.2,2483,"4237605,100,8,53,64,0D,40,9F,3E,EF,41",0.270398700
9,125000,2,2025-12-20T16:55:36.428253,-68.0,-68.0825,-68.2,2474,"4240084,100,8,BA,C4,F5,40,84,72,EC,41",0.269418600
9,125000,2,2025-12-20T16:55:38.907253,-69.0,-68.5412,-68.2,2479,"4242563,100,8,42,64,90,40,F0,F8,E7,41",0.269963100
