SF,BW,TP,payload,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp
11,500000,12,"1000001,100,8,D0,C0,02,63,2B,7A,67,4C",37,-47.0,-39.6667,-46.96,-47.0,67.32,100.98,2268,2026-02-22T17:01:37.433919
11,500000,12,"1000002,100,8,6E,FA,E5,5F,67,E7,C3,D3",37,-46.0,-38.6000,-46.59,-46.6,67.32,100.98,2352,2026-02-22T17:01:39.785919
11,500000,12,"1000003,100,8,B3,04,31,90,86,A5,63,FA",37,-47.0,-39.6667,-46.73,-46.7,67.32,100.98,2169,2026-02-22T17:01:41.954919
11,500000,12,"1000004,100,8,B8,93,FC,E9,10,CD,08,E6",37,-49.0,-41.8000,-47.41,-47.2,67.32,100.98,2198,2026-02-22T17:01:44.152919
11,500000,12,"1000005,100,8,09,0A,9F,97,84,D5,AF,00",37,-46.0,-38.6000,-46.94,-47.0,67.32,100.98,2300,2026-02-22T17:01:46.452919
11,500000,12,"1000006,100,8,13,2C,48,81,07,D4,78,81",37,-48.0,-40.7333,-47.47,-47.5,67.32,100.98,2265,2026-02-22T17:01:48.717919
11,500000,12,"1000007,100,8,83,DF,19,E9,89,3D,C1,F6",37,-48.0,-40.7333,-47.73,-47.8,67.32,100.98,2367,2026-02-22T17:01:51.084919
11,500000,12,"1000008,100,8,EB,7F,D3,C1,93,A2,3A,25",37,-46.0,-38.6000,-46.87,-47.0,67.32,100.98,2365,2026-02-22T17:01:53.449919
11,500000,12,"1000009,100,8,3D,AF,C2,99,87,C2,DC,A0",37,-47.0,-39.6667,-46.93,-47.2,67.32,100.98,2234,2026-02-22T17:01:55.683919
11,500000,12,"1000010,100,8,35,96,E6,DD,C8,5D,0D,FE",37,-43.0,-35.4000,-44.97,-46.0,67.32,100.98,2364,2026-02-22T17:01:58.047919
11,500000,12,"1000011,100,8,20,EB,66,3C,35,38,52,A7",37,-47.0,-39.6667,-45.98,-45.8,67.32,100.98,2169,2026-02-22T17:02:00.216919
11,500000,12,"1000012,100,8,AE,5C,F6,05,22,6E,F3,1D",37,-44.0,-36.4667,-44.99,-45.2,67.32,100.98,2229,2026-02-22T17:02:02.445919
11,500000,12,"1000013,100,8,A2,58,52,9F,CC,26,50,76",37,-47.0,-39.6667,-46.00,-45.2,67.32,100.98,2271,2026-02-22T17:02:04.716919
11,500000,12,"1000014,100,8,84,05,BB,2B,61,21,24,83",37,-47.0,-39.6667,-46.50,-46.2,67.32,100.98,2338,2026-02-22T17:02:07.054919
