SF,BW,TP,timestamp,rssi,kalman_rssi,sma_rssi,tx_interval,payload,energy_per_packet_j
8,125000,12,2025-12-19T18:37:37.027015,-54.0,-54.0476,-54.0,1449,"2765318,100,8,D8,93,DB,40,B2,C8,EE,41",0.286902000
8,125000,12,2025-12-19T18:37:38.481015,-54.0,-54.0293,-54.0,1454,"2767907,100,8,52,78,F8,40,BE,B9,EF,41",0.287892000
8,125000,12,2025-12-19T18:37:39.925015,-54.0,-54.0198,-54.0,1444,"2769357,100,8,2D,86,12,40,EF,BE,EF,41",0.285912000
8,125000,12,2025-12-19T18:37:41.376015,-54.0,-54.0139,-54.0,1451,"2770806,100,8,67,6E,51,40,8E,BA,EE,41",0.287298000
8,125000,12,2025-12-19T18:37:42.824015,-54.0,-54.2819,-54.0,1448,"2772255,100,8,B4,D5,DC,40,E3,1A,ED,41",0.286704000
8,125000,12,2025-12-19T18:37:44.272015,-54.0,-54.1410,-54.0,1448,"2773704,100,8,B2,D4,F7,40,EA,DA,EA,41",0.286704000
8,125000,12,2025-12-19T18:37:45.717015,-54.0,-54.0705,-54.0,1445,"2775153,100,8,8E,27,92,40,5C,04,E8,41",0.286110000
8,125000,12,2025-12-19T18:37:47.163015,-54.0,-54.0352,-54.0,1446,"2776602,100,8,12,86,01,40,7A,A3,E4,41",0.286308000
8,125000,12,2025-12-19T18:37:48.617015,-54.0,-54.0176,-54.0,1454,"2778051,100,8,5F,C9,75,40,DF,C6,E0,41",0.287892000
8,125000,12,2025-12-19T18:37:50.061015,-54.0,-54.0088,-54.0,1444,"2779500,100,8,87,F1,F0,40,06,27,DC,41",0.285912000
8,125000,12,2025-12-19T18:37:51.510015,-54.0,-54.0044,-54.0,1449,"2780949,100,8,03,63,E7,40,D2,80,D7,41",0.286902000
8,125000,12,2025-12-19T18:37:52.964015,-54.0,-54.0022,-54.0,1454,"2782399,100,8,1F,7F,6A,40,A3,97,D2,41",0.287892000
8,125000,12,2025-12-19T18:37:54.408015,-55.0,-54.5011,-54.2,1444,"2783849,100,8,7A,7B,03,40,B0,80,CD,41",0.285912000
8,125000,12,2025-12-19T18:37:55.857015,-54.0,-54.2506,-54.2,1449,"2785298,100,8,CE,52,98,40,F8,51,C8,41",0.286902000
8,125000,12,2025-12-19T18:37:57.312015,-54.0,-54.1253,-54.2,1455,"2786747,100,8,E3,26,FA,40,DE,21,C3,41",0.288090000
8,125000,12,2025-12-19T18:37:58.760015,-54.0,-54.0626,-54.2,1448,"2788196,100,8,55,D6,CF,40,C2,A3,BD,41",0.286704000
8,125000,12,2025-12-19T18:38:00.204015,-54.0,-54.0313,-54.0,1444,"2789645,100,8,D6,31,39,40,FC,B7,B8,41",0.285912000
8,125000,12,2025-12-19T18:38:01.658015,-54.0,-54.0157,-54.0,1454,"2791094,100,8,7B,34,18,40,3A,0E,B4,41",0.287892000
8,125000,12,2025-12-19T18:38:03.102015,-55.0,-54.5078,-54.2,1444,"2792543,100,8,88,84,B6,40,A4,BA,AF,41",0.285912000
8,125000,12,2025-12-19T18:38:04.550015,-54.0,-54.2539,-54.2,1448,"2793992,100,8,C5,F1,FF,40,E9,CF,AB,41",0.286704000
8,125000,12,2025-12-19T18:38:06.003015,-54.0,-54.1270,-54.2,1453,"2795441,100,8,F5,CF,BC,40,F6,5E,A8,41",0.287694000
8,125000,12,2025-12-19T18:38:07.449015,-55.0,-54.5635,-54.5,1446,"2796891,100,8,83,4F,15,40,70,43,A5,41",0.286308000
8,125000,12,2025-12-19T18:38:08.895015,-54.0,-54.2817,-54.2,1446,"2798341,100,8,0E,A1,3D,40,45,FC,A2,41",0.286308000
8,125000,12,2025-12-19T18:38:10.348015,-54.0,-54.1409,-54.2,1453,"2799790,100,8,7C,78,D2,40,05,55,A1,41",0.287694000
8,125000,12,2025-12-19T18:38:11.796015,-54.0,-54.0704,-54.2,1448,"2801239,100,8,E7,2F,FC,40,D2,54,A0,41",0.286704000
8,125000,12,2025-12-19T18:38:13.242015,-54.0,-54.0352,-54.0,1446,"2802688,100,8,68,D9,9E,40,02,00,A0,41",0.286308000
8,125000,12,2025-12-19T18:38:14.690015,-54.0,-54.0176,-54.0,1448,"2804137,100,8,FC,64,06,40,01,58,A0,41",0.286704000
8,125000,12,2025-12-19T18:38:16.141015,-54.0,-54.0088,-54.0,1451,"2805586,100,8,9A,07,70,40,44,76,A1,41",0.287298000
8,125000,12,2025-12-19T18:38:17.587015,-55.0,-54.5044,-54.2,1446,"2807035,100,8,67,66,E9,40,1F,2D,A3,41",0.286308000
8,125000,12,2025-12-19T18:38:19.036015,-55.0,-54.7522,-54.5,1449,"2808484,100,8,05,41,EF,40,11,83,A5,41",0.286902000
8,125000,12,2025-12-19T18:38:20.489015,-54.0,-54.3761,-54.5,1453,"2809933,100,8,2D,00,81,40,03,6E,A8,41",0.287694000
8,125000,12,2025-12-19T18:38:21.937015,-54.0,-54.1881,-54.5,1448,"2811383,100,8,AB,52,00,40,59,E1,AB,41",0.286704000
8,125000,12,2025-12-19T18:38:23.385015,-54.0,-54.0940,-54.2,1448,"2812833,100,8,D5,B9,8B,40,2C,CE,AF,41",0.286704000
8,125000,12,2025-12-19T18:38:24.832015,-54.0,-54.0470,-54.0,1447,"2814282,100,8,04,06,F9,40,A9,7C,B4,41",0.286506000
8,125000,12,2025-12-19T18:38:26.283015,-54.0,-54.0235,-54.0,1451,"2815731,100,8,AD,6E,DA,40,9A,2D,B9,41",0.287298000
8,125000,12,2025-12-19T18:38:27.729015,-54.0,-54.0118,-54.0,1446,"2817180,100,8,AD,79,4C,40,94,1E,BE,41",0.286308000
