SF,BW,TP,timestamp,rssi,kalman_rssi,sma_rssi,tx_interval,payload,energy_per_packet_j
10,500000,2,2025-12-21T18:22:34.453275,-71.0,-70.9143,-70.9,1249,"95854572,100,8,4D,62,AA,40,66,0D,BC,41",0.136016100
10,500000,2,2025-12-21T18:22:35.701275,-71.0,-70.9472,-70.9,1248,"95858797,100,8,1E,75,19,40,76,02,B4,41",0.135907200
10,500000,2,2025-12-21T18:22:36.957275,-71.0,-70.9644,-71.0,1256,"95860047,100,8,62,98,BB,40,A7,56,A8,41",0.136778400
10,500000,2,2025-12-21T18:22:38.204275,-71.0,-70.9751,-71.0,1247,"95861297,100,8,E1,24,35,40,A9,D8,A5,41",0.135798300
10,500000,2,2025-12-21T18:22:39.450275,-71.0,-70.5981,-71.0,1246,"95862547,100,8,2A,D7,0A,40,5C,C4,A3,41",0.135689400
10,500000,2,2025-12-21T18:22:40.701275,-71.0,-70.7991,-71.0,1251,"95863797,100,8,4C,D1,9C,40,BA,FF,A1,41",0.136233900
10,500000,2,2025-12-21T18:22:41.949275,-67.0,-68.8995,-70.0,1248,"95865047,100,8,BA,10,F4,40,9B,DB,A0,41",0.135907200
10,500000,2,2025-12-21T18:22:43.197275,-72.0,-70.4498,-70.2,1248,"95866297,100,8,24,72,EF,40,9C,30,A0,41",0.135907200
10,500000,2,2025-12-21T18:22:44.448275,-71.0,-70.7249,-70.2,1251,"95867547,100,8,EE,8E,8A,40,99,02,A0,41",0.136233900
10,500000,2,2025-12-21T18:22:45.697275,-71.0,-70.8624,-70.2,1249,"95868797,100,8,52,C2,05,40,CA,59,A0,41",0.136016100
10,500000,2,2025-12-21T18:22:46.946275,-71.0,-70.9312,-71.2,1249,"95870048,100,8,52,ED,41,40,AD,2B,A1,41",0.136016100
10,500000,2,2025-12-21T18:22:48.193275,-71.0,-70.9656,-71.0,1247,"95871296,100,8,5A,A4,CC,40,8E,99,A2,41",0.135798300
10,500000,2,2025-12-21T18:22:49.443275,-69.0,-69.9828,-70.5,1250,"95872546,100,8,F8,FD,FF,40,14,62,A4,41",0.136125000
10,500000,2,2025-12-21T18:22:50.695275,-71.0,-70.4914,-70.5,1252,"95873796,100,8,F7,A1,C1,40,95,D1,A6,41",0.136342800
10,500000,2,2025-12-21T18:22:51.948275,-71.0,-70.7457,-70.5,1253,"95875046,100,8,80,3E,3E,40,B3,78,A9,41",0.136451700
10,500000,2,2025-12-21T18:22:53.195275,-70.0,-70.3729,-70.2,1247,"95876296,100,8,69,05,07,40,49,7E,AC,41",0.135798300
10,500000,2,2025-12-21T18:22:54.441275,-71.0,-70.6864,-70.8,1246,"95877546,100,8,0F,76,96,40,ED,2A,B0,41",0.135689400
10,500000,2,2025-12-21T18:22:55.696275,-71.0,-70.8432,-70.8,1255,"95878796,100,8,45,CE,F0,40,9F,D6,B3,41",0.136669500
10,500000,2,2025-12-21T18:22:56.944275,-70.0,-70.4216,-70.5,1248,"95880046,100,8,5D,D8,F2,40,B4,C0,B7,41",0.135907200
10,500000,2,2025-12-21T18:22:58.192275,-71.0,-70.7108,-70.8,1248,"95881296,100,8,C4,CF,90,40,CA,3E,BC,41",0.135907200
10,500000,2,2025-12-21T18:22:59.440275,-71.0,-70.8554,-70.8,1248,"95882547,100,8,B7,43,09,40,79,83,C0,41",0.135907200
10,500000,2,2025-12-21T18:23:00.687275,-71.0,-70.9277,-70.8,1247,"95883795,100,8,C2,99,38,40,52,DF,C4,41",0.135798300
10,500000,2,2025-12-21T18:23:01.945275,-71.0,-70.9639,-71.0,1258,"95885045,100,8,38,E8,C6,40,2E,AB,C9,41",0.136996200
10,500000,2,2025-12-21T18:23:03.186275,-71.0,-70.9819,-71.0,1241,"95886295,100,8,D3,DC,FF,40,BF,0B,CE,41",0.135144900
10,500000,2,2025-12-21T18:23:04.434275,-71.0,-70.9910,-71.0,1248,"95887545,100,8,08,0F,D0,40,9C,59,D2,41",0.135907200
10,500000,2,2025-12-21T18:23:05.687275,-71.0,-70.9955,-71.0,1253,"95888795,100,8,63,EA,47,40,A9,E6,D6,41",0.136451700
10,500000,2,2025-12-21T18:23:06.936275,-70.0,-70.4977,-70.8,1249,"95890045,100,8,2E,04,04,40,D2,E2,DA,41",0.136016100
10,500000,2,2025-12-21T18:23:08.186275,-71.0,-70.7489,-70.8,1250,"95891295,100,8,93,25,90,40,AA,F8,DE,41",0.136125000
10,500000,2,2025-12-21T18:23:09.443275,-71.0,-70.8744,-70.8,1257,"95892545,100,8,B8,30,ED,40,66,6D,E2,41",0.136887300
10,500000,2,2025-12-21T18:23:10.683275,-72.0,-71.4372,-71.0,1240,"95893795,100,8,32,E1,F5,40,5A,90,E5,41",0.135036000
10,500000,2,2025-12-21T18:23:11.935275,-71.0,-71.2186,-71.2,1252,"95895046,100,8,BA,21,97,40,A9,93,E8,41",0.136342800
10,500000,2,2025-12-21T18:23:13.184275,-70.0,-70.6093,-71.0,1249,"95896294,100,8,1B,93,0D,40,90,ED,EA,41",0.136016100
10,500000,2,2025-12-21T18:23:14.432275,-71.0,-70.8047,-71.0,1248,"95897544,100,8,D4,DE,2F,40,61,DB,EC,41",0.135907200
10,500000,2,2025-12-21T18:23:15.681275,-71.0,-70.9023,-70.8,1249,"95898794,100,8,39,00,C1,40,D8,73,EE,41",0.136016100
10,500000,2,2025-12-21T18:23:16.931275,-71.0,-70.9512,-70.8,1250,"95900044,100,8,9F,4F,FF,40,00,6E,EF,41",0.136125000
10,500000,2,2025-12-21T18:23:18.182275,-70.0,-70.4756,-70.8,1251,"95901294,100,8,ED,76,D5,40,24,EE,EF,41",0.136233900
10,500000,2,2025-12-21T18:23:19.432275,-71.0,-70.7378,-70.8,1250,"95902544,100,8,A6,1D,52,40,FF,EC,EF,41",0.136125000
10,500000,2,2025-12-21T18:23:20.680275,-71.0,-70.8689,-70.8,1248,"95903794,100,8,DC,D6,01,40,C5,6A,EF,41",0.135907200
10,500000,2,2025-12-21T18:23:21.936275,-71.0,-70.9344,-70.8,1256,"95905044,100,8,9A,AF,80,40,91,6E,EE,41",0.136778400
10,500000,2,2025-12-21T18:23:23.186275,-72.0,-71.4672,-71.2,1250,"95906294,100,8,27,3C,E9,40,F1,D3,EC,41",0.136125000
10,500000,2,2025-12-21T18:23:24.429275,-71.0,-71.2336,-71.2,1243,"95907545,100,8,38,89,F8,40,3D,E4,EA,41",0.135362700
10,500000,2,2025-12-21T18:23:25.678275,-72.0,-71.6168,-71.5,1249,"95908793,100,8,AE,7D,9D,40,93,4C,E8,41",0.136016100
10,500000,2,2025-12-21T18:23:26.925275,-72.0,-71.8084,-71.8,1247,"95910043,100,8,A2,AB,12,40,7A,83,E5,41",0.135798300
10,500000,2,2025-12-21T18:23:28.184275,-71.0,-71.4042,-71.5,1259,"95911293,100,8,5F,C6,27,40,0D,5F,E2,41",0.137105100
10,500000,2,2025-12-21T18:23:29.426275,-70.0,-70.7021,-71.2,1242,"95912543,100,8,07,F3,BA,40,CA,94,DE,41",0.135253800
10,500000,2,2025-12-21T18:23:30.682275,-71.0,-70.8511,-71.0,1256,"95913793,100,8,F9,56,FE,40,FB,D1,DA,41",0.136778400
10,500000,2,2025-12-21T18:23:31.931275,-69.0,-69.9255,-70.2,1249,"95915043,100,8,8C,A2,DA,40,EE,D4,D6,41",0.136016100
10,500000,2,2025-12-21T18:23:33.179275,-71.0,-70.4628,-70.2,1248,"95916293,100,8,C7,CC,5C,40,28,47,D2,41",0.135907200
10,500000,2,2025-12-21T18:23:34.425275,-70.0,-70.2314,-70.2,1246,"95917543,100,8,E7,7F,00,40,DE,F8,CD,41",0.135689400
