SF,BW,TP,timestamp,rssi,kalman_rssi,sma_rssi,tx_interval,payload,energy_per_packet_j
10,125000,22,2026-02-22T18:56:25.788049,-65.0,-64.6190,-64.6,4949,"1000001,100,8,82,DA,2A,2F,75,72,00,CB",1.959804000
10,125000,22,2026-02-22T18:56:30.710049,-64.0,-64.3812,-64.4,4922,"1000002,100,8,B0,E0,F1,D9,C2,99,BA,30",1.949112000
10,125000,22,2026-02-22T18:56:35.654049,-63.0,-63.9306,-64.0,4944,"1000003,100,8,80,29,77,25,CC,E3,F8,54",1.957824000
10,125000,22,2026-02-22T18:56:40.592049,-63.0,-63.6525,-63.8,4938,"1000004,100,8,B9,E0,F0,32,38,33,EF,40",1.955448000
10,125000,22,2026-02-22T18:56:45.570049,-64.0,-63.6562,-63.5,4978,"1000005,100,8,21,42,1A,98,09,D7,58,B2",1.971288000
10,125000,22,2026-02-22T18:56:50.484049,-64.0,-63.8281,-63.5,4914,"1000006,100,8,6F,29,F1,84,A4,DA,2E,22",1.945944000
10,125000,22,2026-02-22T18:56:55.528049,-66.0,-64.9141,-64.2,5044,"1000007,100,8,08,DD,65,F9,13,7C,9C,E9",1.997424000
10,125000,22,2026-02-22T18:57:00.470049,-65.0,-64.9570,-64.8,4942,"1000008,100,8,E3,A1,14,B2,82,4E,5E,04",1.957032000
10,125000,22,2026-02-22T18:57:05.410049,-63.0,-63.9785,-64.5,4940,"1000009,100,8,33,4A,BB,7C,AC,B9,C1,F1",1.956240000
10,125000,22,2026-02-22T18:57:10.352049,-64.0,-63.9893,-64.5,4942,"1000010,100,8,E9,A9,8F,D5,A6,55,A3,99",1.957032000
10,125000,22,2026-02-22T18:57:15.362049,-65.0,-64.4946,-64.2,5010,"1000011,100,8,AD,96,7B,F5,14,E9,31,9E",1.983960000
10,125000,22,2026-02-22T18:57:20.300049,-65.0,-64.7473,-64.2,4938,"1000012,100,8,3D,BE,52,BD,79,CB,B0,F8",1.955448000
10,125000,22,2026-02-22T18:57:25.280049,-64.0,-64.3737,-64.5,4980,"1000013,100,8,87,43,4E,80,F2,0C,80,D3",1.972080000
10,125000,22,2026-02-22T18:57:30.256049,-65.0,-64.6868,-64.8,4976,"1000014,100,8,36,E2,6B,04,6E,3E,16,31",1.970496000
10,125000,22,2026-02-22T18:57:35.200049,-64.0,-64.3434,-64.5,4944,"1000015,100,8,DB,82,C9,92,EA,E1,0E,2D",1.957824000
10,125000,22,2026-02-22T18:57:40.152049,-65.0,-64.6717,-64.5,4952,"1000016,100,8,0F,3F,40,2E,82,C3,70,83",1.960992000
10,125000,22,2026-02-22T18:57:45.084049,-65.0,-64.8359,-64.8,4932,"1000017,100,8,F7,FA,D6,BF,8F,16,D3,7D",1.953072000
10,125000,22,2026-02-22T18:57:50.044049,-67.0,-65.9179,-65.2,4960,"1000018,100,8,78,62,2C,9A,8B,C6,FD,E6",1.964160000
10,125000,22,2026-02-22T18:57:55.020049,-65.0,-65.4590,-65.5,4976,"1000019,100,8,FA,98,77,4E,CB,B2,F0,5F",1.970496000
10,125000,22,2026-02-22T18:57:59.918049,-64.0,-64.7295,-65.2,4898,"1000020,100,8,91,D7,A5,88,5E,63,8D,D9",1.939608000
10,125000,22,2026-02-22T18:58:04.920049,-63.0,-63.8647,-64.8,5002,"1000021,100,8,BC,BF,73,1B,33,43,04,C8",1.980792000
10,125000,22,2026-02-22T18:58:09.914049,-64.0,-63.9324,-64.0,4994,"1000022,100,8,8C,A9,16,F9,A1,C8,C7,F1",1.977624000
10,125000,22,2026-02-22T18:58:14.884049,-63.0,-63.4662,-63.5,4970,"1000023,100,8,82,80,86,3A,CD,CF,EE,82",1.968120000
10,125000,22,2026-02-22T18:58:19.896049,-65.0,-64.2331,-63.8,5012,"1000024,100,8,51,9A,3A,FA,45,2E,D9,7D",1.984752000
10,125000,22,2026-02-22T18:58:24.872049,-64.0,-64.1165,-64.0,4976,"1000025,100,8,34,33,4E,8E,1A,77,D7,5D",1.970496000
10,125000,22,2026-02-22T18:58:29.824049,-64.0,-64.0583,-64.0,4952,"1000026,100,8,C9,2A,2A,BF,C4,90,88,10",1.960992000
10,125000,22,2026-02-22T18:58:34.724049,-64.0,-64.0291,-64.2,4900,"1000027,100,8,62,88,7F,E9,B1,CF,80,38",1.940400000
10,125000,22,2026-02-22T18:58:39.708049,-65.0,-64.5146,-64.2,4984,"1000028,100,8,16,AE,34,2E,22,22,22,2B",1.973664000
