SF,BW,TP,timestamp,rssi,kalman_rssi,sma_rssi,tx_interval,payload,energy_per_packet_j
10,125000,12,2026-02-22T18:56:25.786665,-69.0,-69.1762,-69.2,4949,"1000001,100,8,20,2A,69,12,F3,93,F5,32",0.979902000
10,125000,12,2026-02-22T18:56:30.741665,-69.0,-69.1085,-69.1,4955,"1000002,100,8,3C,5A,94,6A,EF,82,29,F2",0.981090000
10,125000,12,2026-02-22T18:56:35.760665,-68.0,-68.7469,-68.8,5019,"1000003,100,8,A6,85,56,82,21,37,3F,EB",0.993762000
10,125000,12,2026-02-22T18:56:40.760665,-70.0,-69.1214,-69.0,5000,"1000004,100,8,EC,05,1E,47,FC,D9,86,EE",0.990000000
10,125000,12,2026-02-22T18:56:45.760665,-69.0,-69.1250,-69.0,5000,"1000005,100,8,6A,A5,5F,46,3D,EC,E2,42",0.990000000
10,125000,12,2026-02-22T18:56:50.682665,-70.0,-69.5625,-69.2,4922,"1000006,100,8,C8,86,45,27,9C,96,76,8D",0.974556000
10,125000,12,2026-02-22T18:56:55.579665,-69.0,-69.2812,-69.5,4897,"1000007,100,8,19,FA,BB,41,CF,93,69,3B",0.969606000
10,125000,12,2026-02-22T18:57:00.544665,-69.0,-69.1406,-69.2,4965,"1000008,100,8,38,63,9F,98,83,9B,86,17",0.983070000
10,125000,12,2026-02-22T18:57:05.537665,-69.0,-69.0703,-69.2,4993,"1000009,100,8,AE,82,20,74,9E,30,C1,FC",0.988614000
10,125000,12,2026-02-22T18:57:10.467665,-70.0,-69.5352,-69.2,4930,"1000010,100,8,AE,90,6E,06,76,B1,1A,21",0.976140000
10,125000,12,2026-02-22T18:57:15.396665,-71.0,-70.2676,-69.8,4929,"1000011,100,8,9F,D3,B8,35,B9,9F,FB,CD",0.975942000
10,125000,12,2026-02-22T18:57:20.355665,-72.0,-71.1338,-70.5,4959,"1000012,100,8,01,71,18,42,75,03,F6,47",0.981882000
10,125000,12,2026-02-22T18:57:25.393665,-70.0,-70.5669,-70.8,5038,"1000013,100,8,6F,2C,AC,5A,62,A8,76,E6",0.997524000
10,125000,12,2026-02-22T18:57:30.406665,-69.0,-69.7834,-70.5,5013,"1000014,100,8,3A,85,DE,73,29,B9,3D,24",0.992574000
10,125000,12,2026-02-22T18:57:35.377665,-68.0,-68.8917,-69.8,4971,"1000015,100,8,B0,FD,79,D0,7C,03,4F,10",0.984258000
