SF,BW,TP,payload,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp
10,500000,2,"34705970,100,8,16,B8,FE,40,47,9C,CD,41",38,-67.0,-61.0000,-66.77,-66.8,27.68,41.52,1249,2025-12-21T01:23:24.556927
10,500000,2,"34710195,100,8,FB,C9,69,40,3E,1E,D6,41",38,-66.0,-59.9333,-66.47,-66.5,27.68,41.52,1248,2025-12-21T01:23:25.804927
10,500000,2,"34711445,100,8,7F,49,FA,40,6A,49,E3,41",38,-66.0,-59.9333,-66.32,-66.4,27.68,41.52,1252,2025-12-21T01:23:27.056927
10,500000,2,"34712695,100,8,09,07,E6,40,27,55,E6,41",38,-65.0,-58.8667,-65.92,-66.0,27.68,41.52,1243,2025-12-21T01:23:28.299927
10,500000,2,"34713945,100,8,75,57,78,40,6E,3C,E9,41",38,-67.0,-61.0000,-65.90,-66.0,27.68,41.52,1249,2025-12-21T01:23:29.548927
10,500000,2,"34715195,100,8,92,BF,00,40,7E,7A,EB,41",38,-67.0,-61.0000,-66.45,-66.2,27.68,41.52,1251,2025-12-21T01:23:30.799927
10,500000,2,"34716445,100,8,06,28,5A,40,C5,4A,ED,41",38,-67.0,-61.0000,-66.72,-66.5,27.68,41.52,1253,2025-12-21T01:23:32.052927
10,500000,2,"34717695,100,8,20,66,D9,40,7C,C1,EE,41",38,-67.0,-61.0000,-66.86,-67.0,27.68,41.52,1252,2025-12-21T01:23:33.304927
10,500000,2,"34718945,100,8,5C,9D,FE,40,B6,9B,EF,41",38,-67.0,-61.0000,-66.93,-67.0,27.68,41.52,1250,2025-12-21T01:23:34.554927
10,500000,2,"34720195,100,8,4E,6F,BC,40,5F,FB,EF,41",38,-67.0,-61.0000,-66.97,-67.0,27.68,41.52,1246,2025-12-21T01:23:35.800927
10,500000,2,"34721446,100,8,88,AF,29,40,9F,D6,EF,41",38,-67.0,-61.0000,-66.98,-67.0,27.68,41.52,1250,2025-12-21T01:23:37.050927
10,500000,2,"34722694,100,8,C2,5B,11,40,07,34,EF,41",38,-66.0,-59.9333,-66.49,-66.8,27.68,41.52,1250,2025-12-21T01:23:38.300927
10,500000,2,"34723944,100,8,C0,F0,9B,40,1E,18,EE,41",38,-67.0,-61.0000,-66.75,-66.8,27.68,41.52,1248,2025-12-21T01:23:39.548927
10,500000,2,"34725194,100,8,B9,EC,F7,40,1C,5C,EC,41",38,-66.0,-59.9333,-66.37,-66.5,27.68,41.52,1251,2025-12-21T01:23:40.799927
10,500000,2,"34726444,100,8,7C,3A,EA,40,4F,4F,EA,41",38,-67.0,-61.0000,-66.69,-66.5,27.68,41.52,1244,2025-12-21T01:23:42.043927
10,500000,2,"34727694,100,8,2F,6A,8B,40,56,D8,E7,41",38,-66.0,-59.9333,-66.34,-66.5,27.68,41.52,1253,2025-12-21T01:23:43.296927
